year,country,region,avg_temperature_c,rainfall_mm,drought_index,flood_risk_score,heatwave_days,soil_moisture_percent,climate_risk_level
1978,Vietnam,Southeast Asia,26.19,1700.0,0.0,0.965,23,87.77,Moderate
1979,Vietnam,Southeast Asia,24.58,1631.0,0.0,0.731,20,83.05,Moderate
1980,Vietnam,Southeast Asia,26.4,1809.6,0.0,0.827,34,95.0,Moderate
1981,Vietnam,Southeast Asia,28.28,1588.1,0.0,0.758,23,77.82,Moderate
1982,Vietnam,Southeast Asia,26.88,1570.5,0.0,0.725,29,73.88,Moderate
1983,Vietnam,Southeast Asia,27.95,1694.8,0.0,0.865,26,81.12,Moderate
1984,Vietnam,Southeast Asia,25.59,1615.9,0.0,0.652,19,80.81,Moderate
1985,Vietnam,Southeast Asia,28.39,1537.5,0.0,0.679,22,70.52,Moderate
1986,Vietnam,Southeast Asia,26.78,1682.6,0.0,0.964,37,81.13,Moderate
1987,Vietnam,Southeast Asia,27.48,1495.6,0.0,0.674,23,71.68,Moderate
1988,Vietnam,Southeast Asia,27.37,1502.2,0.0,0.851,31,87.86,Moderate
1989,Vietnam,Southeast Asia,25.98,1515.5,0.0,0.786,6,59.13,Moderate
1990,Vietnam,Southeast Asia,26.14,1816.5,0.0,0.764,31,89.75,Moderate
1991,Vietnam,Southeast Asia,28.7,1084.6,0.177,0.593,38,61.04,Moderate
1992,Vietnam,Southeast Asia,28.04,1663.3,0.0,0.822,28,83.9,Moderate
1993,Vietnam,Southeast Asia,28.84,1605.5,0.0,0.766,28,84.79,Moderate
1994,Vietnam,Southeast Asia,27.98,1331.1,0.107,0.685,31,65.02,Moderate
1995,Vietnam,Southeast Asia,27.78,1649.6,0.0,0.863,45,78.47,Moderate
1996,Vietnam,Southeast Asia,25.56,1676.1,0.0,0.895,6,70.35,Moderate
1997,Vietnam,Southeast Asia,27.32,1694.3,0.0,0.941,32,85.95,Moderate
1998,Vietnam,Southeast Asia,27.63,1175.7,0.164,0.621,19,50.85,Moderate
1999,Vietnam,Southeast Asia,30.03,1818.6,0.0,0.799,33,86.13,Moderate
2000,Vietnam,Southeast Asia,28.53,1482.0,0.0,0.703,27,71.1,Moderate
2001,Vietnam,Southeast Asia,29.56,1709.9,0.0,1.0,29,95.0,Moderate
2002,Vietnam,Southeast Asia,28.46,1718.6,0.0,0.917,29,95.0,Moderate
2003,Vietnam,Southeast Asia,26.9,1459.7,0.0,0.919,15,74.29,Moderate
2004,Vietnam,Southeast Asia,27.91,1705.7,0.0,0.964,35,82.5,Moderate
2005,Vietnam,Southeast Asia,28.08,1538.3,0.0,0.789,13,69.85,Moderate
2006,Vietnam,Southeast Asia,26.68,1268.6,0.0,0.658,28,66.24,Moderate
2007,Vietnam,Southeast Asia,27.37,1786.8,0.0,0.89,23,95.0,Moderate
2008,Vietnam,Southeast Asia,27.6,1476.0,0.0,0.599,17,72.32,Moderate
2009,Vietnam,Southeast Asia,29.79,1463.3,0.0,0.733,34,58.89,Moderate
2010,Vietnam,Southeast Asia,25.39,1535.5,0.0,0.865,7,80.8,Moderate
2011,Vietnam,Southeast Asia,29.35,1643.6,0.0,0.774,32,88.09,Moderate
2012,Vietnam,Southeast Asia,26.79,1590.8,0.0,0.828,12,70.03,Moderate
2013,Vietnam,Southeast Asia,26.29,1687.7,0.0,0.912,26,85.44,Moderate
2014,Vietnam,Southeast Asia,29.37,1385.7,0.156,0.62,24,68.87,Moderate
2015,Vietnam,Southeast Asia,28.85,1481.2,0.042,0.705,26,72.78,Moderate
2016,Vietnam,Southeast Asia,29.5,1581.4,0.091,0.709,34,72.51,Moderate
2017,Vietnam,Southeast Asia,28.97,1903.7,0.0,0.886,24,95.0,Moderate
2018,Vietnam,Southeast Asia,30.5,1581.8,0.047,0.688,35,75.73,Moderate
2019,Vietnam,Southeast Asia,28.71,1773.6,0.0,0.815,18,79.77,Moderate
2020,Vietnam,Southeast Asia,27.87,1606.2,0.043,0.917,32,67.16,Moderate
2021,Vietnam,Southeast Asia,28.49,1522.6,0.096,0.688,43,81.78,Moderate
2022,Vietnam,Southeast Asia,29.59,1560.5,0.0,0.79,55,81.73,Moderate
2023,Vietnam,Southeast Asia,27.18,1573.1,0.0,0.746,26,79.18,Moderate
2024,Vietnam,Southeast Asia,27.35,1696.6,0.0,0.943,32,82.19,Moderate
2025,Vietnam,Southeast Asia,27.78,1819.9,0.0,1.0,13,87.82,Moderate
2026,Vietnam,Southeast Asia,25.64,1657.5,0.0,0.898,32,76.42,Moderate
2027,Vietnam,Southeast Asia,28.35,1789.9,0.0,0.919,35,86.91,Moderate
2028,Vietnam,Southeast Asia,25.94,1445.6,0.0,0.704,17,59.56,Moderate
2029,Vietnam,Southeast Asia,28.29,1533.7,0.0,0.671,38,72.27,Moderate
2030,Vietnam,Southeast Asia,29.28,1484.1,0.0,0.898,29,72.34,Moderate
2031,Vietnam,Southeast Asia,27.69,1650.3,0.0,0.764,23,86.17,Moderate
2032,Vietnam,Southeast Asia,30.29,1542.6,0.032,0.824,38,76.26,Moderate
2033,Vietnam,Southeast Asia,26.54,1716.8,0.0,0.943,15,90.61,Moderate
2034,Vietnam,Southeast Asia,29.74,1451.0,0.033,0.681,41,79.99,Moderate
2035,Vietnam,Southeast Asia,29.14,1606.9,0.024,0.886,22,86.21,Moderate
2036,Vietnam,Southeast Asia,26.29,1709.9,0.0,0.916,14,88.32,Moderate
2037,Vietnam,Southeast Asia,31.62,1269.6,0.19,0.773,31,59.75,Moderate
2038,Vietnam,Southeast Asia,28.31,1939.5,0.0,0.932,35,91.09,Moderate
2039,Vietnam,Southeast Asia,27.35,1554.7,0.0,0.674,21,82.17,Moderate
2040,Vietnam,Southeast Asia,26.73,1276.0,0.087,0.598,13,72.14,Moderate
2041,Vietnam,Southeast Asia,28.18,1625.3,0.0,0.829,23,83.32,Moderate
2042,Vietnam,Southeast Asia,28.31,1605.4,0.0,0.807,28,91.77,Moderate
2043,Vietnam,Southeast Asia,28.6,1586.9,0.054,0.762,20,69.12,Moderate
2044,Vietnam,Southeast Asia,28.14,1758.6,0.0,0.727,19,81.0,Moderate
2045,Vietnam,Southeast Asia,29.27,1719.6,0.0,0.897,48,91.11,Moderate
2046,Vietnam,Southeast Asia,28.06,1647.7,0.0,0.982,21,83.97,Moderate
2047,Vietnam,Southeast Asia,26.23,1672.0,0.0,0.873,20,91.48,Moderate
2048,Vietnam,Southeast Asia,28.39,1583.3,0.0,0.84,26,79.07,Moderate
2049,Vietnam,Southeast Asia,25.74,1884.1,0.0,0.988,17,89.0,Moderate
2050,Vietnam,Southeast Asia,29.03,1363.3,0.076,0.713,36,65.36,Moderate
1961,Thailand,Southeast Asia,25.16,1776.6,0.0,0.873,29,87.1,Moderate
1962,Thailand,Southeast Asia,25.66,1538.5,0.0,0.829,30,79.51,Moderate
1963,Thailand,Southeast Asia,28.2,1589.9,0.0,0.846,18,78.81,Moderate
1964,Thailand,Southeast Asia,28.1,1677.2,0.0,0.817,38,83.53,Moderate
1965,Thailand,Southeast Asia,27.51,1773.4,0.0,0.904,23,86.4,Moderate
1966,Thailand,Southeast Asia,25.02,1546.6,0.0,0.707,23,85.4,Moderate
1967,Thailand,Southeast Asia,26.68,1843.2,0.0,0.978,16,87.76,Moderate
1968,Thailand,Southeast Asia,25.66,1258.3,0.008,0.623,22,58.32,Moderate
1969,Thailand,Southeast Asia,28.56,1721.6,0.0,0.839,32,95.0,Moderate
1970,Thailand,Southeast Asia,26.46,1465.7,0.0,0.704,11,79.15,Moderate
1971,Thailand,Southeast Asia,25.88,1819.6,0.0,0.905,26,76.67,Moderate
1972,Thailand,Southeast Asia,27.23,1622.7,0.0,0.776,36,77.74,Moderate
1973,Thailand,Southeast Asia,26.45,1492.3,0.0,0.799,21,63.74,Moderate
1974,Thailand,Southeast Asia,29.01,1706.1,0.0,0.821,41,79.6,Moderate
1975,Thailand,Southeast Asia,26.37,1742.9,0.0,0.999,21,68.31,Moderate
1976,Thailand,Southeast Asia,25.59,1702.7,0.0,0.969,27,84.31,Moderate
1977,Thailand,Southeast Asia,24.7,1435.2,0.0,0.646,0,64.91,Moderate
1978,Thailand,Southeast Asia,27.27,1522.6,0.061,0.767,45,75.26,Moderate
1979,Thailand,Southeast Asia,26.65,1599.3,0.0,0.748,35,70.22,Moderate
1980,Thailand,Southeast Asia,25.63,1593.4,0.0,0.771,18,80.17,Moderate
1981,Thailand,Southeast Asia,28.79,1720.0,0.0,1.0,14,83.51,Moderate
1982,Thailand,Southeast Asia,28.18,1277.6,0.153,0.614,30,69.82,Moderate
1983,Thailand,Southeast Asia,27.36,1653.5,0.0,0.856,14,91.14,Moderate
1984,Thailand,Southeast Asia,29.05,1553.6,0.0,0.82,34,82.39,Moderate
1985,Thailand,Southeast Asia,28.23,1465.8,0.082,0.653,31,69.7,Moderate
1986,Thailand,Southeast Asia,26.46,1481.2,0.0,0.672,15,85.97,Moderate
1987,Thailand,Southeast Asia,26.22,1565.7,0.001,0.686,31,68.95,Moderate
1988,Thailand,Southeast Asia,28.47,1023.8,0.154,0.441,35,39.69,Moderate
1989,Thailand,Southeast Asia,27.98,1487.8,0.0,0.516,35,73.89,Moderate
1990,Thailand,Southeast Asia,27.73,1459.9,0.037,0.774,27,85.78,Moderate
1991,Thailand,Southeast Asia,26.52,1685.2,0.0,1.0,12,83.05,Moderate
1992,Thailand,Southeast Asia,28.29,1471.1,0.0,0.747,36,72.46,Moderate
1993,Thailand,Southeast Asia,26.67,1565.6,0.0,0.669,21,69.63,Moderate
1994,Thailand,Southeast Asia,27.47,1846.8,0.0,0.872,15,95.0,Moderate
1995,Thailand,Southeast Asia,29.35,1759.1,0.0,0.843,42,93.67,Moderate
1996,Thailand,Southeast Asia,26.84,1744.4,0.0,0.791,41,91.95,Moderate
1997,Thailand,Southeast Asia,25.76,1520.0,0.0,0.829,20,72.23,Moderate
1998,Thailand,Southeast Asia,26.4,1686.9,0.0,0.908,40,80.1,Moderate
1999,Thailand,Southeast Asia,28.88,1562.6,0.0,0.689,31,70.37,Moderate
2000,Thailand,Southeast Asia,28.01,1568.6,0.0,0.842,24,78.93,Moderate
2001,Thailand,Southeast Asia,27.57,1665.5,0.0,0.955,21,76.8,Moderate
2002,Thailand,Southeast Asia,27.13,1504.5,0.0,0.904,38,68.16,Moderate
2003,Thailand,Southeast Asia,28.34,1838.9,0.0,1.0,22,89.4,Moderate
2004,Thailand,Southeast Asia,26.76,1574.4,0.022,0.715,30,75.35,Moderate
2005,Thailand,Southeast Asia,28.16,1698.9,0.0,1.0,24,81.72,Moderate
2006,Thailand,Southeast Asia,26.93,1832.9,0.0,0.888,21,94.44,Moderate
2007,Thailand,Southeast Asia,26.75,1765.1,0.0,0.835,32,88.73,Moderate
2008,Thailand,Southeast Asia,27.08,1374.6,0.0,0.713,22,67.0,Moderate
2009,Thailand,Southeast Asia,27.41,1671.2,0.0,0.789,23,84.66,Moderate
2010,Thailand,Southeast Asia,27.82,1736.1,0.0,0.9,36,80.86,Moderate
2011,Thailand,Southeast Asia,28.18,1742.7,0.0,0.766,41,87.77,Moderate
2012,Thailand,Southeast Asia,23.49,1421.9,0.0,0.692,19,72.0,Moderate
2013,Thailand,Southeast Asia,26.97,1494.9,0.0,0.85,19,65.73,Moderate
2014,Thailand,Southeast Asia,27.48,1759.1,0.0,0.875,22,93.93,Moderate
2015,Thailand,Southeast Asia,29.78,1478.1,0.039,0.75,33,67.84,Moderate
2016,Thailand,Southeast Asia,26.69,1552.0,0.0,0.814,26,78.14,Moderate
2017,Thailand,Southeast Asia,28.2,1852.1,0.0,1.0,20,95.0,Moderate
2018,Thailand,Southeast Asia,29.82,1592.4,0.0,0.664,39,85.17,Moderate
2019,Thailand,Southeast Asia,26.47,1483.7,0.0,0.789,24,74.39,Moderate
2020,Thailand,Southeast Asia,28.53,1459.6,0.0,0.708,15,70.8,Moderate
2021,Thailand,Southeast Asia,27.12,1653.2,0.0,0.84,17,88.35,Moderate
2022,Thailand,Southeast Asia,27.49,1386.7,0.0,0.778,22,73.38,Moderate
2023,Thailand,Southeast Asia,27.15,1560.4,0.0,0.685,24,74.31,Moderate
2024,Thailand,Southeast Asia,27.26,1653.3,0.0,0.746,40,77.9,Moderate
2025,Thailand,Southeast Asia,31.42,1807.9,0.0,0.749,40,77.96,Moderate
2026,Thailand,Southeast Asia,29.18,1706.8,0.0,0.809,24,86.26,Moderate
2027,Thailand,Southeast Asia,29.51,1485.7,0.048,0.849,34,72.82,Moderate
2028,Thailand,Southeast Asia,28.8,1788.5,0.0,0.885,27,95.0,Moderate
2029,Thailand,Southeast Asia,26.3,1552.1,0.0,0.669,25,79.76,Moderate
2030,Thailand,Southeast Asia,28.72,1402.3,0.0,0.662,34,78.12,Moderate
2031,Thailand,Southeast Asia,29.55,1572.5,0.0,0.667,42,74.43,Moderate
2032,Thailand,Southeast Asia,27.25,1830.1,0.0,0.825,25,95.0,Moderate
2033,Thailand,Southeast Asia,29.45,1626.4,0.0,0.844,45,78.15,Moderate
2034,Thailand,Southeast Asia,29.16,1602.0,0.0,0.707,38,84.77,Moderate
2035,Thailand,Southeast Asia,30.55,1862.0,0.0,1.0,30,84.35,Moderate
2036,Thailand,Southeast Asia,27.85,1371.0,0.025,0.68,45,69.45,Moderate
2037,Thailand,Southeast Asia,27.05,1394.3,0.0,0.704,27,57.81,Moderate
2038,Thailand,Southeast Asia,27.95,1341.5,0.0,0.648,21,65.47,Moderate
2039,Thailand,Southeast Asia,30.13,1659.6,0.0,0.892,47,85.62,Moderate
2040,Thailand,Southeast Asia,26.23,1626.6,0.0,0.876,39,78.21,Moderate
2041,Thailand,Southeast Asia,25.96,1846.8,0.0,0.95,21,86.04,Moderate
2042,Thailand,Southeast Asia,28.57,1639.0,0.0,0.865,25,87.02,Moderate
2043,Thailand,Southeast Asia,27.94,1535.3,0.0,0.751,26,76.15,Moderate
2044,Thailand,Southeast Asia,28.5,1600.3,0.0,0.844,35,77.08,Moderate
2045,Thailand,Southeast Asia,29.65,1618.8,0.003,0.782,43,81.13,Moderate
2046,Thailand,Southeast Asia,27.87,1332.5,0.135,0.666,32,79.75,Moderate
2047,Thailand,Southeast Asia,26.3,2033.7,0.0,0.995,23,95.0,Moderate
2048,Thailand,Southeast Asia,31.02,1683.2,0.0,0.805,49,91.13,Moderate
2049,Thailand,Southeast Asia,27.39,1633.6,0.0,0.762,23,84.29,Moderate
2050,Thailand,Southeast Asia,27.33,1698.4,0.0,0.887,34,85.92,Moderate
1961,Philippines,Southeast Asia,24.12,1696.6,0.0,0.817,10,76.86,Moderate
1962,Philippines,Southeast Asia,26.2,1534.4,0.0,0.694,5,72.27,Moderate
1963,Philippines,Southeast Asia,26.46,1588.7,0.0,0.814,27,82.6,Moderate
1964,Philippines,Southeast Asia,24.8,1614.6,0.0,0.612,9,80.77,Moderate
1965,Philippines,Southeast Asia,25.68,1617.2,0.0,0.794,28,86.52,Moderate
1966,Philippines,Southeast Asia,24.71,1759.7,0.0,0.863,15,89.07,Moderate
1967,Philippines,Southeast Asia,27.06,1703.0,0.0,0.742,30,83.03,Moderate
1968,Philippines,Southeast Asia,28.11,1932.4,0.0,0.892,39,95.0,Moderate
1969,Philippines,Southeast Asia,28.47,1953.0,0.0,1.0,19,95.0,Moderate
1970,Philippines,Southeast Asia,27.66,1612.7,0.0,0.825,22,87.62,Moderate
1971,Philippines,Southeast Asia,26.02,986.1,0.19,0.501,21,43.1,Moderate
1972,Philippines,Southeast Asia,24.88,1797.9,0.0,0.923,30,94.15,Moderate
1973,Philippines,Southeast Asia,25.11,1513.5,0.0,0.764,14,81.25,Moderate
1974,Philippines,Southeast Asia,25.71,1471.8,0.01,0.835,16,74.65,Moderate
1975,Philippines,Southeast Asia,26.19,1536.2,0.0,0.778,26,62.69,Moderate
1976,Philippines,Southeast Asia,27.08,1528.5,0.0,0.648,20,76.54,Moderate
1977,Philippines,Southeast Asia,26.07,1698.0,0.0,0.979,23,92.28,Moderate
1978,Philippines,Southeast Asia,27.71,1350.5,0.051,0.705,14,69.67,Moderate
1979,Philippines,Southeast Asia,27.05,1427.6,0.0,0.667,42,74.05,Moderate
1980,Philippines,Southeast Asia,27.35,1654.9,0.0,0.727,15,72.41,Moderate
1981,Philippines,Southeast Asia,28.73,1699.7,0.0,0.882,27,80.66,Moderate
1982,Philippines,Southeast Asia,25.96,1702.6,0.0,0.842,21,87.6,Moderate
1983,Philippines,Southeast Asia,27.9,1474.1,0.0,0.863,42,76.17,Moderate
1984,Philippines,Southeast Asia,27.4,1443.5,0.0,0.694,15,79.46,Moderate
1985,Philippines,Southeast Asia,27.03,1518.9,0.0,0.692,40,75.08,Moderate
1986,Philippines,Southeast Asia,28.51,1638.4,0.0,0.891,35,84.35,Moderate
1987,Philippines,Southeast Asia,28.52,1837.7,0.0,0.993,32,91.98,Moderate
1988,Philippines,Southeast Asia,26.35,1272.4,0.162,0.65,15,54.47,Moderate
1989,Philippines,Southeast Asia,27.29,1564.7,0.0,0.836,30,64.7,Moderate
1990,Philippines,Southeast Asia,27.86,1386.8,0.0,0.69,21,71.92,Moderate
1991,Philippines,Southeast Asia,27.21,1335.6,0.0,0.687,35,67.83,Moderate
1992,Philippines,Southeast Asia,28.26,1754.7,0.0,0.971,21,84.03,Moderate
1993,Philippines,Southeast Asia,27.91,1687.1,0.0,0.894,26,74.64,Moderate
1994,Philippines,Southeast Asia,29.79,1671.9,0.0,0.822,28,87.37,Moderate
1995,Philippines,Southeast Asia,25.78,1747.4,0.0,0.982,13,85.77,Moderate
1996,Philippines,Southeast Asia,27.48,1523.2,0.0,0.572,32,79.5,Moderate
1997,Philippines,Southeast Asia,26.56,1530.8,0.0,0.93,27,87.72,Moderate
1998,Philippines,Southeast Asia,28.39,1949.7,0.0,0.838,38,84.64,Moderate
1999,Philippines,Southeast Asia,25.74,1560.5,0.0,0.73,6,73.83,Moderate
2000,Philippines,Southeast Asia,28.12,1717.6,0.0,0.856,36,84.62,Moderate
2001,Philippines,Southeast Asia,26.96,1601.0,0.0,0.789,44,88.78,Moderate
2002,Philippines,Southeast Asia,26.86,1304.3,0.0,0.733,20,55.4,Moderate
2003,Philippines,Southeast Asia,26.02,1272.9,0.136,0.552,37,72.53,Moderate
2004,Philippines,Southeast Asia,27.22,1507.4,0.015,0.775,23,75.87,Moderate
2005,Philippines,Southeast Asia,29.09,1769.0,0.0,0.838,20,87.87,Moderate
2006,Philippines,Southeast Asia,27.78,1726.1,0.0,0.887,24,85.12,Moderate
2007,Philippines,Southeast Asia,28.58,1746.3,0.0,0.868,38,84.7,Moderate
2008,Philippines,Southeast Asia,29.84,1442.1,0.043,0.728,26,77.54,Moderate
2009,Philippines,Southeast Asia,28.18,1858.5,0.0,0.885,23,86.52,Moderate
2010,Philippines,Southeast Asia,27.21,1445.6,0.0,0.682,30,74.35,Moderate
2011,Philippines,Southeast Asia,28.46,1634.1,0.0,0.84,29,79.4,Moderate
2012,Philippines,Southeast Asia,27.26,1598.3,0.0,0.875,30,75.34,Moderate
2013,Philippines,Southeast Asia,27.33,1572.2,0.0,0.738,27,94.12,Moderate
2014,Philippines,Southeast Asia,26.13,1814.2,0.0,0.838,26,93.22,Moderate
2015,Philippines,Southeast Asia,29.08,1487.2,0.074,0.793,27,76.55,Moderate
2016,Philippines,Southeast Asia,27.53,1384.1,0.019,0.689,28,75.65,Moderate
2017,Philippines,Southeast Asia,28.23,1603.2,0.0,0.868,21,71.63,Moderate
2018,Philippines,Southeast Asia,26.78,1536.0,0.0,0.696,34,87.32,Moderate
2019,Philippines,Southeast Asia,28.57,2140.4,0.0,0.928,24,91.97,Moderate
2020,Philippines,Southeast Asia,27.15,1708.2,0.0,0.811,34,80.8,Moderate
2021,Philippines,Southeast Asia,27.91,1534.5,0.0,0.706,25,73.97,Moderate
2022,Philippines,Southeast Asia,29.15,1431.0,0.034,0.709,33,74.36,Moderate
2023,Philippines,Southeast Asia,29.06,1299.2,0.332,0.599,27,59.63,Moderate
2024,Philippines,Southeast Asia,28.11,1436.0,0.0,0.777,20,70.8,Moderate
2025,Philippines,Southeast Asia,26.03,1618.4,0.0,0.786,8,80.85,Moderate
2026,Philippines,Southeast Asia,31.76,1828.4,0.0,0.926,30,85.55,Moderate
2027,Philippines,Southeast Asia,30.28,1779.5,0.0,0.902,32,79.99,Moderate
2028,Philippines,Southeast Asia,29.07,1636.7,0.0,0.834,32,86.19,Moderate
2029,Philippines,Southeast Asia,27.32,1548.3,0.0,0.772,34,81.58,Moderate
2030,Philippines,Southeast Asia,28.11,1643.0,0.0,0.862,24,91.66,Moderate
2031,Philippines,Southeast Asia,27.61,1517.0,0.0,0.695,19,71.11,Moderate
2032,Philippines,Southeast Asia,29.79,1874.9,0.0,1.0,21,95.0,Moderate
2033,Philippines,Southeast Asia,28.61,1569.7,0.0,0.766,33,76.78,Moderate
2034,Philippines,Southeast Asia,27.37,1586.2,0.0,0.688,37,86.45,Moderate
2035,Philippines,Southeast Asia,27.77,1245.5,0.274,0.638,37,62.92,Moderate
2036,Philippines,Southeast Asia,29.7,1568.7,0.041,0.716,38,78.89,Moderate
2037,Philippines,Southeast Asia,30.29,1733.8,0.0,0.92,39,84.65,Moderate
2038,Philippines,Southeast Asia,30.22,1429.2,0.019,0.891,48,76.85,Moderate
2039,Philippines,Southeast Asia,29.31,1479.9,0.0,0.677,34,77.88,Moderate
2040,Philippines,Southeast Asia,28.12,1726.8,0.0,0.89,33,82.24,Moderate
2041,Philippines,Southeast Asia,24.55,1363.7,0.0,0.541,15,60.22,Moderate
2042,Philippines,Southeast Asia,28.81,1769.2,0.0,0.921,19,86.73,Moderate
2043,Philippines,Southeast Asia,28.47,1514.9,0.0,0.687,23,84.84,Moderate
2044,Philippines,Southeast Asia,28.66,1537.8,0.0,0.719,29,83.77,Moderate
2045,Philippines,Southeast Asia,28.58,1420.2,0.085,0.622,30,62.64,Moderate
2046,Philippines,Southeast Asia,26.94,1660.5,0.0,0.889,40,76.02,Moderate
2047,Philippines,Southeast Asia,29.22,1993.6,0.0,1.0,32,95.0,Moderate
2048,Philippines,Southeast Asia,29.32,1725.0,0.0,0.864,41,79.44,Moderate
2049,Philippines,Southeast Asia,29.4,1461.7,0.156,0.662,28,73.02,Moderate
2050,Philippines,Southeast Asia,29.74,1781.7,0.0,1.0,30,85.39,Moderate
1961,Malaysia,Southeast Asia,28.94,1527.8,0.0,0.694,36,80.57,Moderate
1962,Malaysia,Southeast Asia,26.09,1579.1,0.0,0.724,30,76.87,Moderate
1963,Malaysia,Southeast Asia,28.41,1646.9,0.0,0.806,33,75.4,Moderate
1964,Malaysia,Southeast Asia,27.28,1299.1,0.0,0.672,10,72.64,Moderate
1965,Malaysia,Southeast Asia,27.37,1348.9,0.076,0.662,24,73.23,Moderate
1966,Malaysia,Southeast Asia,24.73,1498.1,0.0,0.784,8,75.84,Moderate
1967,Malaysia,Southeast Asia,24.46,1633.1,0.0,0.958,15,74.08,Moderate
1968,Malaysia,Southeast Asia,26.86,1561.7,0.0,0.74,32,70.71,Moderate
1969,Malaysia,Southeast Asia,27.44,1836.5,0.0,0.781,28,92.47,Moderate
1970,Malaysia,Southeast Asia,25.81,1362.8,0.0,0.747,30,65.14,Moderate
1971,Malaysia,Southeast Asia,25.87,1479.8,0.0,0.875,24,71.94,Moderate
1972,Malaysia,Southeast Asia,27.87,1843.2,0.0,0.953,17,95.0,Moderate
1973,Malaysia,Southeast Asia,27.89,1621.0,0.0,0.723,7,85.45,Moderate
1974,Malaysia,Southeast Asia,27.07,1741.6,0.0,0.861,26,95.0,Moderate
1975,Malaysia,Southeast Asia,28.19,1928.2,0.0,0.875,26,90.47,Moderate
1976,Malaysia,Southeast Asia,25.86,1489.0,0.0,0.796,13,72.39,Moderate
1977,Malaysia,Southeast Asia,26.86,1584.1,0.0,0.684,10,83.76,Moderate
1978,Malaysia,Southeast Asia,29.28,1556.4,0.0,0.754,25,80.51,Moderate
1979,Malaysia,Southeast Asia,27.41,1287.3,0.164,0.563,24,70.27,Moderate
1980,Malaysia,Southeast Asia,27.49,1550.3,0.0,0.785,31,80.04,Moderate
1981,Malaysia,Southeast Asia,30.13,1741.0,0.0,0.841,35,95.0,Moderate
1982,Malaysia,Southeast Asia,25.7,1686.5,0.0,0.857,33,87.56,Moderate
1983,Malaysia,Southeast Asia,28.35,1699.1,0.0,0.851,20,91.33,Moderate
1984,Malaysia,Southeast Asia,29.41,1539.9,0.0,0.691,39,75.05,Moderate
1985,Malaysia,Southeast Asia,27.04,1495.0,0.0,0.798,25,74.84,Moderate
1986,Malaysia,Southeast Asia,28.48,1803.1,0.0,0.898,35,95.0,Moderate
1987,Malaysia,Southeast Asia,26.29,1520.4,0.0,0.681,19,85.7,Moderate
1988,Malaysia,Southeast Asia,26.66,1647.1,0.0,1.0,32,86.73,Moderate
1989,Malaysia,Southeast Asia,27.97,1626.1,0.0,0.851,30,80.81,Moderate
1990,Malaysia,Southeast Asia,28.48,1833.9,0.0,0.905,24,95.0,Moderate
1991,Malaysia,Southeast Asia,28.89,1755.4,0.0,0.991,30,74.62,Moderate
1992,Malaysia,Southeast Asia,29.44,1392.8,0.017,0.844,30,60.77,Moderate
1993,Malaysia,Southeast Asia,27.5,1410.0,0.0,0.693,30,74.59,Moderate
1994,Malaysia,Southeast Asia,29.03,1692.6,0.0,0.874,21,84.72,Moderate
1995,Malaysia,Southeast Asia,27.2,1589.7,0.0,0.716,25,83.12,Moderate
1996,Malaysia,Southeast Asia,28.71,1527.2,0.0,0.752,33,76.75,Moderate
1997,Malaysia,Southeast Asia,27.9,1762.5,0.0,0.865,27,91.55,Moderate
1998,Malaysia,Southeast Asia,28.2,1630.0,0.0,0.83,39,76.61,Moderate
1999,Malaysia,Southeast Asia,28.19,1608.4,0.0,0.831,34,83.84,Moderate
2000,Malaysia,Southeast Asia,25.78,1724.8,0.0,0.907,21,92.21,Moderate
2001,Malaysia,Southeast Asia,26.37,1540.0,0.0,0.789,24,84.32,Moderate
2002,Malaysia,Southeast Asia,27.86,1851.0,0.0,0.829,29,95.0,Moderate
2003,Malaysia,Southeast Asia,25.73,1473.9,0.0,0.662,24,75.16,Moderate
2004,Malaysia,Southeast Asia,28.77,1705.1,0.0,0.809,15,86.9,Moderate
2005,Malaysia,Southeast Asia,28.84,1829.4,0.0,0.892,28,82.33,Moderate
2006,Malaysia,Southeast Asia,28.2,1379.6,0.126,0.774,16,63.26,Moderate
2007,Malaysia,Southeast Asia,26.48,1545.1,0.0,0.679,33,76.09,Moderate
2008,Malaysia,Southeast Asia,29.5,1782.8,0.0,0.863,32,95.0,Moderate
2009,Malaysia,Southeast Asia,30.31,1785.2,0.0,0.969,33,85.59,Moderate
2010,Malaysia,Southeast Asia,28.06,1572.6,0.0,0.762,35,83.41,Moderate
2011,Malaysia,Southeast Asia,28.51,1482.5,0.051,0.778,32,73.09,Moderate
2012,Malaysia,Southeast Asia,28.16,1752.9,0.0,0.865,19,86.58,Moderate
2013,Malaysia,Southeast Asia,28.57,1789.4,0.0,0.915,29,90.96,Moderate
2014,Malaysia,Southeast Asia,27.81,1413.7,0.0,0.689,24,68.34,Moderate
2015,Malaysia,Southeast Asia,27.93,1407.4,0.028,0.757,13,67.23,Moderate
2016,Malaysia,Southeast Asia,29.08,1636.0,0.0,0.694,25,71.57,Moderate
2017,Malaysia,Southeast Asia,30.82,1700.7,0.0,0.821,34,83.55,Moderate
2018,Malaysia,Southeast Asia,26.35,1552.1,0.0,0.8,22,74.73,Moderate
2019,Malaysia,Southeast Asia,27.92,1708.7,0.0,0.897,15,82.34,Moderate
2020,Malaysia,Southeast Asia,26.65,1486.4,0.0,0.863,33,76.82,Moderate
